Year,Date,Time,City,NumberSpectators,Weather,HomeTeam,AwayTeam,HomeFPI,AwayFPI,HomeOdds,AwayOdds,HomeScore,AwayScore,Winner,HomeResult
1954,1954-10-05,16:00,Oakland,,Sunny,Team M,Team G,69.03,76.07,2.51,2.93,15,8,Team M,1
1954,1954-09-17,20:00,Berkeley,39042.0,Rain,Team C,Team M,48.39,79.15,2.97,2.16,8,15,Team M,-1
1954,1954-10-04,20:00,Oakland,,Sunny,Team M,Team I,76.17,69.92,1.5,2.26,0,10,Team I,-1
1954,1954-12-14,20:00,Sacramento,,Sunny,Team J,Team M,43.15,81.47,1.43,2.03,0,14,Team M,-1
1954,1954-10-21,20:00,Sacramento,50756.0,Cloudy,Team M,Team K,59.4,61.61,2.87,1.56,18,15,Team M,1
1954,1954-09-29,20:00,Stockton,,Sunny,Team K,Team M,86.25,63.4,1.99,2.58,5,7,Team M,-1
1954,1954-09-21,20:00,Fresno,45602.0,Rain,Team M,Team A,56.41,50.86,1.36,1.93,2,1,Team M,1
1954,1954-12-07,17:00,Stockton,,Cloudy,Team A,Team M,48.1,81.19,1.64,1.79,7,5,Team A,1
1954,1954-10-03,19:00,Oakland,49196.0,Cloudy,Team M,Team J,71.22,67.83,1.65,3.38,12,5,Team M,1
1954,1954-11-18,16:00,San Francisco,,Mist,Team F,Team M,81.39,56.3,2.41,2.75,9,0,Team F,1
1954,1954-10-16,16:00,San Jose,,Cloudy,Team M,Team P,74.38,75.97,2.14,3.15,10,4,Team M,1
1954,1954-11-29,16:00,Fresno,,Rain,Team N,Team K,44.04,82.56,3.45,3.39,5,4,Team N,1
1954,1954-12-28,15:00,Stockton,36982.0,Mist,Team I,Team N,52.35,44.64,2.34,2.88,6,0,Team I,1
1954,1954-11-05,15:00,Stockton,28425.0,Cloudy,Team N,Team M,70.13,46.02,1.65,1.93,11,1,Team N,1
1954,1954-11-06,21:00,San Francisco,,Rain,Team O,Team N,57.75,74.83,2.31,2.62,4,0,Team O,1
1954,1954-09-30,16:00,Santa Clara,43431.0,Cloudy,Team N,Team A,76.21,40.33,1.97,1.76,18,0,Team N,1
1954,1954-09-15,15:00,Hill Valley,,Cloudy,Team M,Team N,71.87,84.47,1.21,3.06,12,0,Team M,1
1954,1954-11-10,14:00,Berkeley,34175.0,Cloudy,Team N,Team M,55.51,63.83,3.12,2.84,4,4,Draw,0
1954,1954-11-03,13:00,Fresno,,Rain,Team C,Team N,67.3,41.26,1.83,3.03,8,0,Team C,1
1954,1954-11-29,21:00,Palo Alto,40019.0,Sunny,Team N,Team J,43.48,40.24,2.31,3.48,0,4,Team J,-1
1954,1954-11-08,13:00,San Francisco,35639.0,Rain,Team H,Team N,50.75,49.14,3.31,1.55,3,3,Draw,0
1954,1954-11-11,20:00,Sacramento,36994.0,Cloudy,Team N,Team F,76.19,82.99,3.2,2.26,14,8,Team N,1
1954,1954-12-09,21:00,Berkeley,,Cloudy,Team O,Team N,41.81,41.6,1.41,2.51,7,0,Team O,1
1954,1954-12-28,21:00,Sacramento,,Cloudy,Team N,Team H,59.23,50.76,2.37,1.47,3,14,Team H,-1
1954,1954-09-08,12:00,Oakland,22776.0,Sunny,Team I,Team N,74.53,69.11,3.19,3.43,4,16,Team N,-1
1954,1954-10-06,16:00,Fresno,,Rain,Team N,Team F,69.35,71.65,1.97,2.69,1,1,Draw,0
1954,1954-10-06,20:00,Sacramento,,Sunny,Team H,Team N,69.36,43.55,3.27,1.34,5,12,Team N,-1
1954,1954-11-25,14:00,Fresno,,Rain,Team N,Team G,43.87,88.85,2.06,2.69,0,13,Team G,-1
1954,1954-10-07,16:00,Santa Clara,,Sunny,Team O,Team I,71.68,77.91,2.79,2.9,0,11,Team I,-1
1954,1954-10-26,14:00,Santa Clara,,Sunny,Team J,Team O,65.71,50.55,2.65,1.38,2,1,Team J,1
1954,1954-10-22,20:00,Berkeley,47707.0,Sunny,Team O,Team L,79.1,46.81,3.22,3.08,8,0,Team O,1
1954,1954-09-26,20:00,Fresno,34343.0,Rain,Team K,Team O,55.37,81.6,2.64,2.13,0,24,Team O,-1
1954,1954-11-07,20:00,Hill Valley,22655.0,Sunny,Team O,Team L,85.14,89.75,2.59,2.91,23,0,Team O,1
1954,1954-12-08,14:00,Fresno,,Rain,Team H,Team O,85.65,68.96,1.29,3.04,6,10,Team O,-1
1954,1954-10-02,16:00,Berkeley,17526.0,Mist,Team O,Team E,46.8,54.3,2.88,2.51,4,2,Team O,1
1954,1954-12-23,16:00,Hill Valley,20224.0,Mist,Team H,Team O,42.8,57.42,3.3,2.93,6,3,Team H,1
1954,1954-12-05,20:00,San Francisco,28536.0,Snow,Team O,Team I,74.54,52.73,2.76,2.17,1,23,Team I,-1
1954,1954-12-30,15:00,San Francisco,,Snow,Team E,Team O,69.71,63.44,1.48,2.01,7,0,Team E,1
1954,1954-09-21,16:00,San Jose,30547.0,Sunny,Team O,Team D,63.87,66.92,2.64,1.28,4,16,Team D,-1
1954,1954-12-17,15:00,San Francisco,51531.0,Mist,Team C,Team O,57.59,84.04,2.85,1.92,4,6,Team O,-1
1954,1954-11-14,20:00,San Francisco,25712.0,Rain,Team O,Team J,63.13,43.6,1.23,2.46,16,3,Team O,1
1954,1954-12-17,16:00,San Jose,,Mist,Team L,Team O,41.38,43.37,3.07,2.65,2,2,Draw,0
1954,1954-11-24,17:00,Oakland,,Sunny,Team O,Team N,61.67,56.3,1.24,1.35,0,8,Team N,-1
1954,1954-11-30,15:00,Palo Alto,,Sunny,Team P,Team O,45.67,79.4,2.16,3.02,21,0,Team P,1
1954,1954-09-24,20:00,San Jose,46759.0,Cloudy,Team O,Team J,63.85,78.56,2.73,1.53,0,15,Team J,-1
1954,1954-09-30,16:00,San Jose,,Cloudy,Team P,Team B,55.46,53.64,3.2,3.08,12,10,Team P,1
1954,1954-09-13,21:00,Santa Clara,43589.0,Cloudy,Team O,Team P,77.95,64.83,3.32,1.6,4,5,Team P,-1
1954,1954-11-23,16:00,Fresno,47015.0,Rain,Team P,Team J,61.32,49.64,1.64,2.61,1,7,Team J,-1
1954,1954-12-19,21:00,Stockton,46009.0,Mist,Team C,Team P,65.66,87.07,3.27,2.85,3,12,Team P,-1
1954,1954-10-09,21:00,San Jose,34773.0,Sunny,Team P,Team F,67.74,84.02,3.21,3.12,14,17,Team F,-1
1954,1954-11-09,16:00,Berkeley,43143.0,Sunny,Team B,Team P,62.22,50.1,3.34,1.58,18,10,Team B,1
1954,1954-11-08,15:00,Sacramento,23154.0,Cloudy,Team P,Team C,47.94,69.79,2.59,1.98,0,6,Team C,-1
1954,1954-12-06,16:00,San Francisco,,Snow,Team I,Team P,87.09,71.66,1.48,3.01,15,10,Team I,1
1954,1954-11-21,17:00,Hill Valley,37581.0,Mist,Team P,Team D,55.61,68.83,1.46,1.86,11,0,Team P,1
1954,1954-11-03,21:00,Palo Alto,47087.0,Cloudy,Team C,Team P,57.01,82.82,2.41,2.88,3,0,Team C,1
1954,1954-10-28,20:00,Sacramento,,Cloudy,Team P,Team C,53.79,76.62,1.89,3.22,7,0,Team P,1
1954,1954-10-21,20:00,Hill Valley,20762.0,Mist,Team N,Team P,54.99,87.07,2.26,2.45,0,0,Draw,0
1954,1954-12-22,14:00,San Jose,,Rain,Team P,Team E,69.7,65.2,3.41,3.41,0,0,Draw,0
1954,1954-11-08,15:00,Oakland,,Cloudy,Team J,Team P,59.25,55.69,1.89,3.09,16,1,Team J,1
1954,1954-10-07,19:00,Santa Clara,,Cloudy,Team P,Team G,45.87,48.71,1.76,2.95,0,6,Team G,-1
1954,1954-12-09,21:00,Sacramento,,Cloudy,Team O,Team P,67.41,85.31,2.44,1.76,13,8,Team O,1
1954,1954-12-29,17:00,Berkeley,25905.0,Cloudy,Team P,Team D,43.09,77.37,3.07,1.3,0,9,Team D,-1
1955,1955-12-05,13:00,Palo Alto,26127.0,Mist,Team A,Team J,55.69,59.43,2.12,2.43,0,0,Draw,0
1955,1955-09-23,21:00,Hill Valley,39431.0,Cloudy,Team I,Team A,84.89,89.14,2.31,2.97,0,11,Team A,-1
1955,1955-09-29,21:00,San Francisco,23368.0,Cloudy,Team A,Team D,56.92,88.3,2.43,1.9,16,5,Team A,1
1955,1955-11-14,15:00,San Jose,,Cloudy,Team B,Team A,49.67,59.26,3.18,2.56,3,9,Team A,-1
1955,1955-12-30,20:00,Oakland,,Snow,Team A,Team J,61.36,77.51,1.93,2.76,0,3,Team J,-1
1955,1955-09-06,15:00,Oakland,40116.0,Rain,Team I,Team A,69.54,58.42,2.77,1.73,0,5,Team A,-1
1955,1955-09-23,21:00,Fresno,32525.0,Sunny,Team A,Team E,74.42,65.04,3.28,3.46,7,17,Team E,-1
1955,1955-09-01,14:00,Hill Valley,,Sunny,Team O,Team A,54.33,76.22,1.37,2.84,0,16,Team A,-1
1955,1955-11-10,16:00,Stockton,49857.0,Sunny,Team A,Team E,45.86,50.82,1.3,1.69,0,0,Draw,0
1955,1955-10-11,21:00,Berkeley,27361.0,Sunny,Team L,Team A,42.43,72.06,1.56,3.15,0,10,Team A,-1
1955,1955-12-28,15:00,Hill Valley,33369.0,Rain,Team A,Team I,53.23,80.35,1.97,3.41,0,12,Team I,-1
1955,1955-10-19,16:00,San Jose,,Cloudy,Team H,Team A,69.25,43.6,2.01,2.98,22,3,Team H,1
1955,1955-12-14,16:00,Hill Valley,17105.0,Rain,Team A,Team C,84.2,84.69,2.32,2.82,2,2,Draw,0
1955,1955-10-03,12:00,San Jose,26078.0,Sunny,Team K,Team A,68.57,76.91,2.32,3.22,24,10,Team K,1
1955,1955-12-18,12:00,Berkeley,42003.0,Sunny,Team A,Team M,63.15,49.6,1.21,2.63,2,0,Team A,1
1955,1955-09-01,17:00,Fresno,,Cloudy,Team G,Team A,40.08,46.99,2.28,2.85,0,0,Draw,0
1955,1955-12-04,15:00,Hill Valley,18925.0,Mist,Team A,Team G,81.95,58.12,1.98,3.41,5,0,Team A,1
1955,1955-10-16,21:00,Berkeley,35440.0,Cloudy,Team B,Team A,80.9,71.73,1.53,2.44,0,18,Team A,-1
1955,1955-10-31,16:00,Santa Clara,,Sunny,Team A,Team B,71.15,70.21,2.75,3.26,3,13,Team B,-1
1955,1955-10-26,12:00,Santa Clara,,Mist,Team B,Team F,67.85,70.62,2.02,2.51,3,3,Draw,0
1955,1955-09-30,21:00,Berkeley,42291.0,Sunny,Team J,Team B,60.82,87.08,2.54,2.42,0,0,Draw,0
1955,1955-10-08,21:00,Fresno,43289.0,Sunny,Team B,Team J,77.92,58.33,1.48,1.41,6,10,Team J,-1
1955,1955-10-21,19:00,Oakland,20389.0,Rain,Team I,Team B,81.2,41.12,2.58,1.69,7,8,Team B,-1
1955,1955-09-18,20:00,Oakland,,Rain,Team B,Team N,79.59,74.77,2.84,1.89,21,6,Team B,1
1955,1955-09-01,14:00,Santa Clara,30629.0,Cloudy,Team M,Team B,51.81,59.33,1.73,1.45,0,9,Team B,-1
1955,1955-09-24,15:00,Oakland,41826.0,Rain,Team B,Team G,82.95,67.15,1.42,2.48,19,1,Team B,1
1955,1955-11-21,20:00,Fresno,,Mist,Team N,Team B,49.29,74.64,1.47,2.42,1,4,Team B,-1
1955,1955-10-26,20:00,Santa Clara,50226.0,Mist,Team B,Team E,81.46,70.22,1.74,2.98,11,0,Team B,1
1955,1955-12-03,14:00,San Francisco,,Rain,Team C,Team B,67.2,51.94,3.2,1.77,8,0,Team C,1
1955,1955-10-09,20:00,Sacramento,,Sunny,Team B,Team A,81.42,60.28,2.11,2.5,1,0,Team B,1
1955,1955-11-14,16:00,Stockton,28653.0,Cloudy,Team O,Team B,61.98,51.12,3.5,2.85,0,0,Draw,0
1955,1955-10-15,12:00,Sacramento,44961.0,Cloudy,Team B,Team D,75.64,74.86,2.78,3.46,12,4,Team B,1
1955,1955-10-14,13:00,Sacramento,,Cloudy,Team H,Team B,55.23,47.57,1.31,1.5,9,5,Team H,1
1955,1955-11-06,15:00,Hill Valley,,Mist,Team B,Team A,55.53,85.15,2.2,2.49,0,0,Draw,0
1955,1955-11-12,21:00,San Jose,,Cloudy,Team C,Team E,44.33,56.38,1.89,2.19,10,6,Team C,1
1955,1955-10-24,17:00,Berkeley,,Cloudy,Team A,Team C,55.07,58.88,2.97,2.1,0,7,Team C,-1
1955,1955-10-19,20:00,San Francisco,,Rain,Team C,Team L,61.85,71.46,2.94,2.12,6,2,Team C,1
1955,1955-12-08,17:00,Oakland,46545.0,Sunny,Team H,Team C,80.54,75.07,1.29,1.74,3,7,Team C,-1
1955,1955-09-20,14:00,Fresno,,Sunny,Team C,Team A,62.28,64.99,2.1,1.88,10,13,Team A,-1
1955,1955-10-12,15:00,Hill Valley,32349.0,Sunny,Team F,Team C,81.72,71.87,1.6,3.23,7,1,Team F,1
1955,1955-09-16,15:00,Oakland,,Rain,Team C,Team I,66.38,86.96,2.73,1.74,7,8,Team I,-1
1955,1955-12-25,12:00,Palo Alto,27326.0,Cloudy,Team I,Team C,82.92,65.8,2.08,2.45,14,18,Team C,-1
1955,1955-09-14,16:00,San Francisco,18560.0,Mist,Team C,Team I,58.99,50.15,2.39,2.56,0,0,Draw,0
1955,1955-12-21,20:00,Palo Alto,30612.0,Sunny,Team I,Team C,66.99,66.19,3.14,3.48,0,11,Team C,-1
1955,1955-10-14,16:00,Oakland,,Mist,Team C,Team I,45.27,65.21,1.49,1.27,8,5,Team C,1
1955,1955-11-02,13:00,Berkeley,43745.0,Sunny,Team L,Team C,62.78,85.79,2.44,1.68,0,10,Team C,-1
1955,1955-09-09,21:00,San Francisco,48890.0,Rain,Team C,Team D,57.22,83.49,2.7,1.8,8,15,Team D,-1
1955,1955-09-11,18:00,Fresno,37022.0,Sunny,Team I,Team C,66.92,67.05,2.86,2.73,4,5,Team C,-1
1955,1955-10-21,12:00,San Jose,21780.0,Sunny,Team C,Team P,59.26,68.99,3.25,1.21,9,0,Team C,1
1955,1955-12-28,17:00,Santa Clara,,Sunny,Team G,Team C,85.48,41.4,1.25,2.33,0,16,Team C,-1
1955,1955-10-04,15:00,San Francisco,45380.0,Sunny,Team C,Team O,86.48,67.51,3.05,1.41,7,7,Draw,0
1955,1955-12-16,14:00,Palo Alto,19356.0,Sunny,Team D,Team G,49.62,48.01,2.82,1.6,9,0,Team D,1
1955,1955-09-10,16:00,Hill Valley,21790.0,Sunny,Team G,Team D,67.92,69.18,1.37,2.22,11,0,Team G,1
1955,1955-10-13,19:00,Berkeley,43911.0,Cloudy,Team D,Team E,69.26,86.16,1.58,3.02,9,5,Team D,1
1955,1955-10-13,15:00,Berkeley,41363.0,Cloudy,Team B,Team D,46.13,47.13,1.41,3.37,0,6,Team D,-1
1955,1955-10-29,16:00,San Jose,37049.0,Sunny,Team D,Team P,65.62,69.47,2.57,1.75,11,9,Team D,1
1955,1955-11-02,19:00,San Jose,27181.0,Sunny,Team F,Team D,48.63,74.91,2.62,2.72,11,0,Team F,1
1955,1955-12-26,13:00,San Jose,33082.0,Cloudy,Team D,Team P,79.29,65.27,1.28,3.44,1,0,Team D,1
1955,1955-12-02,21:00,Berkeley,,Sunny,Team F,Team D,70.34,60.52,1.77,2.05,19,0,Team F,1
1955,1955-10-17,13:00,Stockton,19920.0,Cloudy,Team D,Team G,60.88,43.64,2.99,2.82,1,10,Team G,-1
1955,1955-10-15,17:00,Sacramento,42658.0,Cloudy,Team C,Team D,63.52,78.09,2.64,3.39,9,8,Team C,1
1955,1955-09-11,17:00,Fresno,,Cloudy,Team D,Team O,49.82,65.0,2.95,1.25,0,10,Team O,-1
1955,1955-09-08,21:00,Fresno,,Sunny,Team K,Team D,64.7,50.58,1.99,2.56,0,5,Team D,-1
1955,1955-12-10,17:00,Oakland,45706.0,Cloudy,Team D,Team L,63.32,46.23,2.57,2.78,8,0,Team D,1
1955,1955-09-30,16:00,Hill Valley,33309.0,Sunny,Team B,Team D,78.44,86.07,2.81,2.26,6,22,Team D,-1
1955,1955-09-13,16:00,Santa Clara,,Rain,Team D,Team C,72.38,86.56,1.3,2.19,22,13,Team D,1
1955,1955-11-20,19:00,San Francisco,47027.0,Rain,Team P,Team D,45.81,48.01,1.94,2.89,0,0,Draw,0
1955,1955-12-16,21:00,San Francisco,24005.0,Cloudy,Team D,Team I,51.77,53.96,2.93,2.25,0,0,Draw,0
1955,1955-10-25,15:00,Stockton,17956.0,Sunny,Team E,Team G,85.49,44.36,1.2,2.14,5,6,Team G,-1
1955,1955-11-29,12:00,Sacramento,,Sunny,Team K,Team E,63.37,51.1,2.65,3.13,0,0,Draw,0
1955,1955-12-06,20:00,Palo Alto,25595.0,Mist,Team E,Team M,67.69,49.78,2.11,1.35,17,10,Team E,1
1955,1955-12-19,16:00,Sacramento,29803.0,Cloudy,Team A,Team E,58.71,61.6,2.88,1.87,1,2,Team E,-1
1955,1955-12-03,20:00,San Jose,,Mist,Team E,Team B,74.68,57.14,3.07,2.08,8,3,Team E,1
1955,1955-12-20,19:00,Palo Alto,,Sunny,Team O,Team E,88.05,44.92,1.24,1.83,1,5,Team E,-1
1955,1955-11-02,20:00,Palo Alto,,Cloudy,Team E,Team I,61.28,83.14,2.92,1.71,9,4,Team E,1
1955,1955-10-20,20:00,Fresno,21703.0,Cloudy,Team F,Team E,75.29,84.04,3.5,2.38,11,9,Team F,1
1955,1955-09-30,15:00,Berkeley,,Sunny,Team E,Team H,52.83,47.75,3.22,2.96,2,2,Draw,0
1955,1955-09-25,12:00,Fresno,42849.0,Cloudy,Team I,Team E,47.19,63.61,2.24,2.39,6,9,Team E,-1
1955,1955-12-20,17:00,Santa Clara,,Cloudy,Team E,Team O,46.04,46.88,2.04,1.31,9,0,Team E,1
1955,1955-09-08,20:00,Santa Clara,48585.0,Rain,Team I,Team E,44.14,76.53,2.01,1.73,7,22,Team E,-1
1955,1955-11-26,15:00,Fresno,,Mist,Team E,Team I,85.91,65.25,1.37,2.34,0,0,Draw,0
1955,1955-09-04,20:00,San Jose,29003.0,Rain,Team O,Team E,64.76,69.65,1.76,1.38,0,16,Team E,-1
1955,1955-12-23,16:00,Fresno,43958.0,Mist,Team E,Team H,49.52,41.72,1.28,1.99,5,13,Team H,-1
1955,1955-12-06,20:00,Stockton,,Cloudy,Team B,Team E,52.73,40.69,1.49,2.44,17,8,Team B,1
1955,1955-12-08,19:00,Fresno,,Rain,Team E,Team I,58.35,71.06,2.66,3.34,2,0,Team E,1
1955,1955-12-12,20:00,Hill Valley,29201.0,Rain,Team F,Team E,62.19,53.59,2.2,1.91,8,12,Team E,-1
1955,1955-10-20,13:00,Oakland,,Rain,Team C,Team F,64.16,72.53,1.78,1.28,0,15,Team F,-1
1955,1955-11-07,20:00,Sacramento,34778.0,Cloudy,Team F,Team A,75.97,81.4,2.67,2.22,8,2,Team F,1
1955,1955-11-17,16:00,Palo Alto,,Mist,Team A,Team F,81.99,85.4,1.55,2.17,2,2,Draw,0
1955,1955-10-24,15:00,Sacramento,,Cloudy,Team F,Team E,48.51,56.41,1.85,1.25,5,15,Team E,-1
1955,1955-10-11,12:00,Santa Clara,36342.0,Rain,Team B,Team F,68.03,89.58,3.13,2.85,8,11,Team F,-1
1955,1955-10-21,15:00,Hill Valley,44490.0,Mist,Team F,Team P,70.21,84.97,1.42,2.77,15,15,Draw,0
1955,1955-11-01,12:00,Hill Valley,36975.0,Mist,Team N,Team F,70.74,47.33,2.04,3.18,24,15,Team N,1
1955,1955-11-25,21:00,Stockton,,Sunny,Team F,Team A,55.08,40.29,2.26,1.52,7,0,Team F,1
1955,1955-10-27,17:00,Hill Valley,,Cloudy,Team H,Team F,84.9,42.56,3.42,2.81,5,17,Team F,-1
1955,1955-11-16,21:00,Stockton,29765.0,Sunny,Team F,Team K,40.05,88.88,2.61,2.55,0,19,Team K,-1
1955,1955-11-11,17:00,San Jose,,Cloudy,Team H,Team F,63.6,69.38,2.33,1.27,17,0,Team H,1
1955,1955-09-19,15:00,San Francisco,17525.0,Mist,Team F,Team M,85.73,89.38,1.55,2.26,1,1,Draw,0
1955,1955-11-07,20:00,San Francisco,,Mist,Team A,Team F,61.18,64.97,3.13,1.26,1,1,Draw,0
1955,1955-12-12,15:00,Hill Valley,,Rain,Team F,Team C,81.53,56.81,1.38,2.3,9,0,Team F,1
1955,1955-09-16,16:00,Hill Valley,43916.0,Cloudy,Team A,Team F,68.31,55.92,2.7,1.7,13,0,Team A,1
1955,1955-10-17,20:00,San Francisco,21648.0,Mist,Team F,Team P,64.03,65.9,1.91,1.7,3,3,Draw,0
1955,1955-11-14,21:00,San Jose,47523.0,Sunny,Team G,Team N,84.67,60.87,2.4,2.1,11,0,Team G,1
1955,1955-11-22,15:00,Oakland,46052.0,Sunny,Team P,Team G,88.27,51.05,1.25,2.71,10,4,Team P,1
1955,1955-10-06,14:00,Fresno,51414.0,Sunny,Team G,Team P,87.86,44.36,2.38,1.35,3,6,Team P,-1
1955,1955-10-29,16:00,Stockton,49781.0,Sunny,Team D,Team G,42.28,78.12,3.38,2.1,13,9,Team D,1
1955,1955-11-08,21:00,San Francisco,21599.0,Mist,Team G,Team I,52.93,60.6,1.8,2.73,6,14,Team I,-1
1955,1955-11-06,20:00,San Francisco,,Rain,Team E,Team G,52.88,83.78,1.92,2.92,8,12,Team G,-1
1955,1955-10-24,21:00,Berkeley,,Sunny,Team G,Team J,75.94,78.27,2.85,3.3,0,0,Draw,0
1955,1955-11-02,16:00,Berkeley,19113.0,Sunny,Team A,Team G,86.66,59.76,3.32,3.04,5,0,Team A,1
1955,1955-11-23,21:00,Stockton,,Mist,Team G,Team D,83.79,89.19,1.73,1.92,0,7,Team D,-1
1955,1955-10-16,16:00,San Francisco,,Mist,Team K,Team G,62.71,59.36,1.74,1.22,1,1,Draw,0
1955,1955-10-30,16:00,Sacramento,37939.0,Cloudy,Team G,Team K,66.71,88.52,1.22,2.53,11,2,Team G,1
1955,1955-09-08,21:00,San Jose,49419.0,Rain,Team A,Team G,41.12,70.54,3.19,2.96,10,18,Team G,-1
1955,1955-12-07,17:00,San Francisco,29588.0,Mist,Team G,Team D,77.07,57.03,2.96,1.43,6,13,Team D,-1
1955,1955-12-06,20:00,Santa Clara,,Cloudy,Team P,Team G,47.96,73.25,2.84,3.35,14,1,Team P,1
1955,1955-09-27,20:00,San Francisco,33653.0,Cloudy,Team G,Team M,41.31,63.58,3.0,1.49,3,12,Team M,-1
1955,1955-10-24,13:00,Sacramento,27831.0,Cloudy,Team P,Team G,75.27,73.07,1.61,3.24,7,11,Team G,-1
1955,1955-10-29,18:00,Sacramento,22724.0,Sunny,Team G,Team F,83.79,88.08,1.72,1.79,18,0,Team G,1
1955,1955-12-27,20:00,Palo Alto,,Cloudy,Team H,Team J,51.88,86.24,3.29,3.16,5,0,Team H,1
1955,1955-10-01,17:00,Sacramento,,Sunny,Team J,Team H,43.22,49.3,1.92,1.8,9,0,Team J,1
1955,1955-09-17,15:00,Santa Clara,,Rain,Team H,Team C,88.95,89.79,2.15,2.21,1,1,Draw,0
1955,1955-09-28,13:00,Santa Clara,,Rain,Team M,Team H,83.09,63.23,2.25,2.79,15,6,Team M,1
1955,1955-10-29,19:00,Berkeley,,Cloudy,Team H,Team J,45.29,52.46,3.41,1.92,0,4,Team J,-1
1955,1955-10-09,15:00,Stockton,,Sunny,Team G,Team H,89.1,44.14,1.95,1.89,6,0,Team G,1
1955,1955-10-06,18:00,Santa Clara,33959.0,Rain,Team H,Team G,82.96,40.9,1.98,3.26,0,9,Team G,-1
1955,1955-09-01,16:00,Stockton,23099.0,Rain,Team C,Team H,43.4,63.4,3.07,1.65,8,0,Team C,1
1955,1955-09-24,20:00,Santa Clara,36576.0,Mist,Team H,Team D,71.28,88.99,3.13,1.4,0,5,Team D,-1
1955,1955-10-12,16:00,Fresno,,Sunny,Team A,Team H,82.57,55.66,2.24,1.56,9,0,Team A,1
1955,1955-12-25,12:00,San Jose,,Snow,Team H,Team M,44.38,56.66,2.62,2.17,0,0,Draw,0
1955,1955-09-13,21:00,Santa Clara,,Rain,Team B,Team H,77.47,43.98,3.26,3.07,0,0,Draw,0
1955,1955-09-23,16:00,Oakland,,Rain,Team H,Team D,55.84,80.81,1.73,3.44,23,0,Team H,1
1955,1955-11-25,21:00,Palo Alto,,Mist,Team F,Team H,46.12,58.94,1.38,2.34,5,6,Team H,-1
1955,1955-09-22,15:00,San Jose,43155.0,Mist,Team H,Team L,42.09,51.34,1.61,3.13,0,12,Team L,-1
1955,1955-12-08,21:00,Fresno,31135.0,Rain,Team F,Team H,57.63,75.34,1.55,2.38,10,4,Team F,1
1955,1955-10-18,21:00,Fresno,34774.0,Cloudy,Team H,Team M,87.17,43.03,2.57,2.72,16,6,Team H,1
1955,1955-10-08,13:00,Oakland,18742.0,Rain,Team I,Team L,61.56,63.75,3.17,1.63,2,2,Draw,0
1955,1955-11-26,19:00,Palo Alto,35309.0,Mist,Team M,Team I,62.81,80.4,2.07,2.72,5,0,Team M,1
1955,1955-09-22,16:00,Sacramento,17619.0,Sunny,Team I,Team J,66.83,64.91,2.39,3.5,0,5,Team J,-1
1955,1955-11-18,20:00,Fresno,34658.0,Mist,Team M,Team I,71.5,69.89,1.46,2.87,0,0,Draw,0
1955,1955-11-14,20:00,Hill Valley,51707.0,Mist,Team I,Team B,72.1,57.61,2.46,1.43,9,8,Team I,1
1955,1955-09-01,21:00,Oakland,37337.0,Mist,Team E,Team I,73.39,69.25,1.95,2.24,3,3,Draw,0
1955,1955-12-20,14:00,Hill Valley,33001.0,Rain,Team I,Team A,49.57,45.52,1.3,2.34,2,2,Draw,0
1955,1955-11-09,18:00,Santa Clara,,Mist,Team N,Team I,40.98,56.46,2.99,3.37,0,18,Team I,-1
1955,1955-10-21,20:00,Sacramento,42892.0,Cloudy,Team I,Team F,62.06,51.48,1.77,2.98,0,8,Team F,-1
1955,1955-09-08,12:00,Fresno,42619.0,Cloudy,Team M,Team I,88.39,80.84,2.03,3.22,2,12,Team I,-1
1955,1955-11-11,13:00,Berkeley,17281.0,Sunny,Team I,Team B,46.7,51.84,2.04,3.18,0,7,Team B,-1
1955,1955-11-17,20:00,Fresno,,Mist,Team D,Team I,82.77,74.95,1.48,1.5,19,9,Team D,1
1955,1955-10-18,16:00,San Jose,,Sunny,Team I,Team J,87.95,70.46,1.95,1.77,4,0,Team I,1
1955,1955-10-27,16:00,Palo Alto,18058.0,Cloudy,Team N,Team I,79.01,43.4,1.73,1.38,7,5,Team N,1
1955,1955-10-22,18:00,Berkeley,37677.0,Cloudy,Team I,Team K,86.59,89.28,1.81,2.18,12,9,Team I,1
1955,1955-09-30,18:00,Palo Alto,,Mist,Team K,Team I,79.03,49.31,1.82,2.87,5,11,Team I,-1
1955,1955-12-23,20:00,Oakland,45404.0,Cloudy,Team I,Team N,75.87,70.45,1.77,3.41,8,10,Team N,-1
1955,1955-09-19,21:00,Hill Valley,46856.0,Sunny,Team J,Team H,82.62,58.6,3.32,2.06,2,0,Team J,1
1955,1955-11-02,16:00,Hill Valley,,Sunny,Team C,Team J,64.22,79.69,2.1,2.59,4,3,Team C,1
1955,1955-09-24,20:00,Santa Clara,50997.0,Mist,Team J,Team I,48.36,71.58,2.14,1.33,0,7,Team I,-1
1955,1955-11-02,18:00,Palo Alto,,Sunny,Team C,Team J,40.22,82.54,3.44,1.77,4,0,Team C,1
1955,1955-12-15,17:00,Santa Clara,18239.0,Sunny,Team J,Team K,56.63,88.08,2.31,1.33,17,18,Team K,-1
1955,1955-12-20,16:00,Stockton,17125.0,Sunny,Team C,Team J,76.31,72.44,2.3,2.57,6,16,Team J,-1
1955,1955-09-20,19:00,Berkeley,40857.0,Cloudy,Team J,Team C,67.39,40.55,2.82,1.39,3,5,Team C,-1
